,Number,Initial Impact Location_x,Principal Damage Location_x,Extent of Damage_x,Vehicle Type_x,Vehicle Use_x,V_Age_x,Initial Impact Location_y,Principal Damage Location_y,Extent of Damage_y,Vehicle Type_y,Vehicle Use_y,V_Age_y
8003,201704152017-039352            ,12,12,04,21,02,4.0,12,12,02,21,02,4.0
8004,201704152017-039393            ,12,17,01,01,01,9.0,06,06,02,01,01,0.5
8005,201704152017-039419            ,12,12,04,04,01,9.0,12,12,02,04,01,9.0
8006,201704152017-039563            ,05,05,02,01,01,9.0,05,05,02,01,01,9.0
8007,201704152017-039582            ,01,01,04,01,01,5.0,08,08,03,01,01,0.5
8008,201704152017-039655            ,03,04,02,08,01,17.0,03,04,02,08,01,17.0
8009,201704152017-039715            ,06,06,01,05,01,13.0,12,12,02,08,01,11.0
8010,201704152017-039720            ,12,14,04,01,01,10.0,12,14,02,01,01,10.0
8011,201704152017-039724            ,01,01,03,01,01,12.0,10,10,04,01,01,18.0
8012,201704152017-039834            ,01,01,04,01,01,11.0,01,01,02,01,01,11.0
8013,201704152017-039868            ,11,11,03,01,01,1.0,06,06,02,05,01,16.0
8014,201704152017-040049            ,01,01,03,04,01,0.5,09,09,04,01,01,3.0
8015,201704152017-040070            ,12,12,04,04,01,7.0,06,06,04,04,01,2.0
8016,201704152017-040203            ,01,01,02,01,01,7.0,01,01,02,01,01,7.0
8017,201704152017-040287            ,12,12,04,01,01,17.0,06,06,04,01,01,1.0
8018,201704152017-040296            ,02,,02,01,01,5.0,02,,02,01,01,5.0
8019,201704152017-040419            ,12,12,02,01,01,15.0,09,09,02,01,01,11.0
8020,201704152017-040438            ,08,08,03,05,01,10.0,11,11,03,04,01,8.0
8021,201704152017-040462            ,05,05,04,01,01,16.0,01,01,03,05,01,11.0
8022,201704152017-040509            ,12,12,03,01,01,3.0,06,06,03,01,01,5.0
8023,201704152017-040641            ,11,11,04,05,01,10.0,01,01,04,04,01,18.0
8024,201704152017-040703            ,03,03,01,40,05,16.0,03,03,02,05,01,9.0
8025,201704152017-040721            ,13,17,01,21,02,1.0,13,17,02,21,02,1.0
8026,201704152017-040744            ,12,12,02,01,01,3.0,06,06,02,01,01,2.0
8027,201704152017-040754            ,06,06,03,05,01,13.0,06,06,02,05,01,13.0
8028,201704152017-040758            ,12,12,04,01,01,17.0,09,09,03,05,01,1.0
8029,201704152017-040798            ,11,11,03,05,01,11.0,12,11,03,01,01,1.0
8030,201704152017-040813            ,02,02,03,01,01,7.0,05,05,02,01,01,14.0
8031,201704152017-040921            ,12,12,02,01,01,12.0,06,06,02,04,01,1.0
8032,201704152017-040968            ,03,03,03,01,01,10.0,11,11,02,04,01,19.0
8033,201704152017-041044            ,12,17,01,01,01,11.0,12,17,02,01,01,11.0
8034,201704152017-041061            ,12,12,04,03,02,14.0,06,06,03,04,01,12.0
8035,201704152017-041139            ,12,12,02,01,01,21.0,06,06,03,01,01,2.0
8036,201704152017-041255            ,12,12,02,01,01,4.0,06,06,02,01,01,4.0
8037,201704152017-041276            ,11,11,02,01,01,26.0,05,05,02,01,01,7.0
8038,201704152017-041367            ,10,10,04,01,01,16.0,03,03,02,01,01,5.0
8039,201704152017-041411            ,09,09,02,08,01,15.0,03,03,02,01,01,12.0
8040,201704152017-041413            ,11,11,02,01,01,22.0,03,03,03,01,01,1.0
8041,201704152017-041425            ,12,12,04,01,01,22.0,12,12,02,01,01,22.0
8042,201704152017-041518            ,02,02,02,29,,5.0,02,02,02,29,,5.0
8043,201704152017-041591            ,01,12,04,01,01,8.0,01,12,02,01,01,8.0
8044,201704152017-041649            ,11,99,04,01,01,15.0,02,02,02,04,01,1.0
8045,201704152017-041654            ,12,12,01,29,03,3.0,12,12,02,04,01,0.5
8046,201704152017-041903            ,08,08,03,01,01,3.0,02,02,03,01,01,5.0
8047,201704152017-041993            ,02,02,02,01,03,6.0,07,07,02,01,01,1.0
8048,201704152017-042001            ,06,06,01,30,02,0.5,06,06,01,01,01,13.0
8049,201704152017-042050            ,12,12,02,01,01,6.0,06,06,02,04,01,2.0
8050,201704152017-042051            ,11,11,02,01,01,6.0,05,05,02,01,01,2.0
8051,201704152017-042054            ,01,01,04,04,01,14.0,01,01,02,04,01,14.0
8052,201704152017-042219            ,12,12,02,04,01,14.0,06,06,02,04,01,14.0
8053,201704152017-042250            ,11,11,02,31,02,6.0,11,11,02,31,02,6.0
8054,201704152017-042256            ,08,08,02,04,01,12.0,11,11,02,01,01,4.0
8055,201704152017-042270            ,12,12,04,01,01,4.0,17,17,01,29,02,4.0
8056,201704152017-042379            ,09,09,01,13,01,10.0,09,09,02,13,01,10.0
8057,201704152017-042394            ,17,17,01,20,02,22.0,09,09,02,01,01,2.0
8058,201704152017-042396            ,12,12,02,01,01,2.0,06,06,02,04,01,0.5
8059,201704152017-042404            ,12,12,02,01,01,17.0,06,06,02,01,01,19.0
8060,201704152017-042410            ,12,12,03,04,01,7.0,06,01,04,01,01,16.0
8061,201704152017-042484            ,10,11,04,01,01,5.0,10,11,02,01,01,5.0
8062,201704152017-042531            ,12,12,03,01,01,12.0,09,09,04,01,01,11.0
8063,201704152017-042535            ,11,11,02,01,01,3.0,07,07,02,04,01,6.0
8064,201704152017-042538            ,12,12,04,01,01,3.0,12,12,02,01,01,3.0
8065,201704152017-042715            ,08,08,02,01,01,4.0,08,08,02,01,01,4.0
8066,201704152017-042756            ,12,12,02,01,01,2.0,12,12,02,01,01,2.0
8067,201704152017-042809            ,14,14,04,01,01,3.0,14,14,02,01,01,3.0
8068,201704152017-042876            ,05,05,02,01,01,11.0,08,08,02,04,01,0.5
8069,201704152017-042892            ,01,01,04,01,01,13.0,01,01,02,01,01,13.0
8070,201704152017-042967            ,12,12,02,01,01,1.0,06,06,02,01,01,3.0
8071,201704152017-042973            ,05,05,02,01,01,15.0,03,03,02,04,01,3.0
8072,201704152017-043008            ,,,02,,,0.5,,,02,,,12.0
8073,201704152017-043041            ,12,12,03,01,01,16.0,06,06,03,02,01,7.0
8074,201704152017-043050            ,,,02,,,23.0,,,02,,,6.0
8075,201704152017-043072            ,02,02,04,04,01,11.0,12,12,03,05,01,11.0
8076,201704152017-043075            ,12,12,03,04,01,3.0,06,06,03,04,01,7.0
8077,201704152017-043129            ,12,12,02,01,01,7.0,06,06,02,01,01,0.5
8078,201704152017-043135            ,12,12,03,01,01,7.0,06,06,03,01,01,12.0
8079,201704152017-043206            ,,,02,,,11.0,,,02,,,4.0
8080,201704152017-043213            ,07,07,02,01,01,10.0,08,08,03,05,02,5.0
8081,201704152017-043367            ,03,04,04,01,01,3.0,12,01,04,04,01,2.0
8082,201704152017-043393            ,10,10,04,03,02,1.0,12,12,04,01,01,11.0
8083,201704152017-043430            ,12,12,02,01,01,3.0,06,06,02,01,01,3.0
8084,201704152017-043431            ,11,11,03,01,01,7.0,03,03,03,01,01,4.0
8085,201704152017-043452            ,12,12,02,01,01,4.0,09,09,03,01,01,12.0
8086,201704152017-043590            ,12,12,02,04,01,10.0,06,06,02,20,01,12.0
8087,201704152017-043609            ,12,12,04,04,03,2.0,06,05,04,04,01,3.0
8088,201704152017-043611            ,12,12,03,04,01,2.0,06,06,03,01,01,1.0
8089,201704152017-043752            ,12,12,04,01,01,11.0,12,12,02,01,01,3.0
8090,201704152017-043770            ,09,09,04,01,01,9.0,09,09,02,01,01,9.0
8091,201704152017-043927            ,12,12,03,01,01,13.0,06,06,03,04,01,7.0
8092,201704152017-044154            ,12,17,01,01,01,6.0,06,17,01,01,01,14.0
8093,201704152017-044167            ,05,05,02,01,01,10.0,12,12,02,01,01,7.0
8094,201704152017-044241            ,10,10,03,01,01,6.0,08,08,02,01,01,20.0
8095,201704152017-044244            ,12,12,03,01,01,10.0,06,06,02,01,01,11.0
8096,201704152017-044291            ,07,07,03,01,01,7.0,11,11,03,01,01,1.0
8097,201704152017-044356            ,12,12,02,01,01,1.0,06,06,02,04,01,6.0
8098,201704152017-044428            ,01,01,03,01,01,5.0,09,09,02,01,01,1.0
8099,201704152017-044432            ,01,02,03,01,01,6.0,10,09,03,01,01,2.0
8100,201704152017-044452            ,08,08,02,04,01,1.0,11,17,01,29,02,7.0
8101,201704152017-044455            ,03,03,04,01,01,9.0,09,09,04,01,01,14.0
8102,201704152017-044460            ,,,02,04,01,18.0,,,02,01,01,0.5
8103,201704152017-044515            ,12,12,04,01,,16.0,11,09,04,01,,7.0
8104,201704152017-044683            ,12,12,01,05,01,10.0,06,06,02,01,01,10.0
8105,201704152017-044701            ,12,12,03,04,01,2.0,06,06,03,01,01,9.0
8106,201704152017-044731            ,14,14,04,01,01,3.0,14,14,02,01,01,3.0
8107,201704152017-044750            ,12,12,03,01,01,9.0,06,06,02,04,01,13.0
8108,201704152017-044786            ,12,12,03,02,01,4.0,06,06,02,01,02,5.0
8109,201704152017-044871            ,11,10,04,01,01,1.0,01,02,04,01,01,9.0
8110,201704152017-044933            ,12,12,04,01,01,14.0,06,06,02,01,01,11.0
8111,201704152017-044951            ,02,02,04,01,01,3.0,08,08,03,05,01,5.0
8112,201704152017-044963            ,12,12,04,01,01,5.0,06,06,03,01,01,6.0
8113,201704152017-045008            ,10,10,03,01,01,15.0,02,02,03,01,01,1.0
8114,201704152017-045030            ,01,01,02,01,01,8.0,01,01,02,01,01,8.0
8115,201704152017-045066            ,12,12,02,01,01,17.0,06,06,02,01,01,5.0
8116,201704152017-045081            ,01,01,04,01,01,9.0,03,03,03,01,01,13.0
8117,201704152017-045115            ,04,04,02,05,01,1.0,11,11,02,01,01,7.0
8118,201704152017-045297            ,12,15,04,04,01,16.0,12,15,02,04,01,16.0
8119,201704152017-045304            ,12,12,02,01,01,1.0,06,06,02,01,01,6.0
8120,201704152017-045420            ,12,17,01,04,01,5.0,06,06,02,01,01,4.0
8121,201704152017-045434            ,12,12,02,01,01,2.0,06,06,02,01,01,30.0
8122,201704152017-045489            ,11,11,04,01,01,3.0,11,11,02,01,01,3.0
8123,201704152017-045492            ,12,12,04,01,01,24.0,09,09,03,05,01,6.0
8124,201704152017-045498            ,07,07,02,05,02,16.0,03,03,03,01,01,11.0
8125,201704152017-045569            ,12,12,02,01,01,1.0,06,06,02,01,01,2.0
8126,201704152017-045618            ,11,11,02,01,01,15.0,11,11,02,01,01,2.0
8127,201704152017-045655            ,14,14,02,01,01,7.0,14,14,02,01,01,7.0
8128,201704152017-045812            ,12,12,03,04,01,14.0,06,06,02,01,01,4.0
8129,201704152017-045833            ,04,06,04,01,01,11.0,11,11,04,01,01,13.0
8130,201704152017-045850            ,12,12,02,01,01,19.0,02,02,02,01,01,10.0
8131,201704152017-045973            ,06,06,01,29,02,12.0,12,12,04,05,01,6.0
8132,201704152017-046058            ,12,12,04,05,01,30.0,06,07,04,05,01,7.0
8133,201704152017-046208            ,12,12,03,01,01,12.0,12,12,03,01,01,14.0
8134,201704152017-046323            ,06,06,02,01,01,11.0,06,06,02,01,01,11.0
8135,201704152017-046361            ,12,12,02,05,01,19.0,06,06,02,04,01,3.0
8136,201704152017-046393            ,12,12,04,01,01,14.0,08,08,04,01,01,4.0
8137,201704152017-046413            ,12,12,02,01,01,3.0,06,99,04,01,01,9.0
8138,201704152017-046514            ,02,,04,01,01,10.0,02,,02,01,01,10.0
8139,201704152017-046790            ,12,12,04,01,01,15.0,06,06,02,01,01,5.0
8140,201704152017-046805            ,12,12,02,01,01,18.0,09,09,03,01,01,7.0
8141,201704152017-046846            ,12,12,04,01,01,11.0,06,12,04,01,01,3.0
8142,201704152017-046856            ,99,99,01,10,02,2.0,11,11,02,10,02,20.0
8143,201704152017-046869            ,10,10,04,04,01,11.0,10,10,02,01,01,12.0
8144,201704152017-046884            ,09,09,01,01,01,7.0,03,03,02,01,01,1.0
8145,201704152017-046888            ,03,03,02,01,01,12.0,11,11,02,01,01,7.0
8146,201704152017-046954            ,11,12,04,01,01,13.0,12,12,04,01,01,0.5
8147,201704152017-047137            ,01,01,04,01,01,24.0,03,03,03,01,01,19.0
8148,201704152017-047153            ,12,12,01,03,02,10.0,06,06,02,01,01,8.0
8149,201704152017-047259            ,12,12,04,01,01,1.0,06,06,04,01,01,15.0
8150,201704152017-047298            ,02,02,04,01,,4.0,02,02,02,01,,4.0
8151,201704152017-047324            ,12,12,04,01,01,3.0,12,12,04,01,01,5.0
8152,201704152017-047327            ,03,03,04,01,01,16.0,03,03,02,01,01,16.0
8153,201704152017-047365            ,03,03,04,01,01,4.0,12,12,02,01,01,10.0
8154,201704152017-047387            ,12,12,02,01,01,2.0,06,06,02,01,01,2.0
8155,201704152017-047433            ,12,12,04,01,01,13.0,06,12,04,01,01,10.0
8156,201704152017-047449            ,11,11,02,01,01,13.0,09,09,03,01,01,13.0
8157,201704152017-047464            ,12,12,02,01,,17.0,04,06,01,01,,7.0
8158,201704152017-047532            ,03,03,03,01,01,18.0,12,12,03,04,01,13.0
8159,201704152017-047550            ,00,00,02,01,01,4.0,14,14,04,04,01,11.0
8160,201704152017-047557            ,06,06,03,01,01,8.0,03,03,02,20,02,7.0
8161,201704152017-047681            ,12,12,02,01,01,3.0,06,06,02,01,01,3.0
8162,201704152017-047682            ,12,12,04,01,01,8.0,03,03,04,01,01,8.0
8163,201704152017-047685            ,09,09,04,01,01,1.0,12,01,04,01,01,10.0
8164,201704152017-047708            ,12,12,02,01,01,13.0,06,06,02,01,01,5.0
8165,201704152017-047757            ,09,09,03,01,01,12.0,03,03,03,01,01,0.5
8166,201704152017-047803            ,10,10,03,01,01,6.0,08,08,01,01,02,3.0
8167,201704152017-047839            ,01,01,02,01,,16.0,09,09,02,31,,12.0
8168,201704152017-047873            ,12,12,02,01,01,6.0,06,06,02,04,01,5.0
8169,201704152017-047878            ,12,12,04,01,01,15.0,08,08,03,05,01,19.0
8170,201704152017-047894            ,09,09,02,,01,4.0,09,09,02,,01,4.0
8171,201704152017-047895            ,12,12,02,01,01,14.0,06,06,01,04,01,18.0
8172,201704152017-047947            ,12,12,04,,02,4.0,01,01,04,,01,1.0
8173,201704152017-047960            ,12,17,01,05,01,8.0,06,06,02,01,01,4.0
8174,201704152017-047977            ,10,10,02,05,01,1.0,10,10,02,05,01,1.0
8175,201704152017-047991            ,10,10,02,01,01,5.0,10,10,02,01,01,5.0
8176,201704152017-047996            ,12,12,02,04,00,4.0,06,06,02,01,02,1.0
8177,201704152017-048037            ,12,12,03,01,01,7.0,03,03,04,05,01,13.0
8178,201704152017-048051            ,12,12,03,01,01,14.0,09,09,03,01,01,1.0
8179,201704152017-048061            ,12,12,02,04,01,3.0,06,06,02,05,01,6.0
8180,201704152017-048129            ,11,11,02,03,02,1.0,11,11,02,01,01,19.0
8181,201704152017-048288            ,12,12,02,04,01,9.0,06,06,02,01,01,3.0
8182,201704152017-048290            ,01,01,02,01,03,8.0,07,07,03,01,01,7.0
8183,201704152017-048345            ,03,03,02,05,01,0.5,09,09,02,01,01,20.0
8184,201704152017-048392            ,12,12,02,04,01,4.0,10,09,03,01,01,7.0
8185,201704152017-048404            ,12,12,02,01,01,0.5,12,12,02,01,01,0.5
8186,201704152017-048555            ,01,01,02,04,01,10.0,08,08,02,01,01,8.0
8187,201704152017-048781            ,11,10,04,01,01,8.0,11,10,02,01,01,8.0
8188,201704152017-048950            ,12,12,04,01,01,15.0,12,12,04,01,01,21.0
8189,201704152017-048981            ,12,12,03,01,01,3.0,06,06,03,01,01,0.5
8190,201704152017-048986            ,17,17,01,20,03,4.0,99,99,02,05,02,14.0
8191,201704152017-049047            ,03,03,02,01,01,17.0,12,12,02,01,01,2.0
8192,201704152017-049053            ,12,12,03,04,01,10.0,09,09,04,01,01,2.0
8193,201704152017-049061            ,12,12,01,01,01,11.0,06,06,01,01,01,5.0
8194,201704152017-049071            ,03,03,03,01,01,4.0,01,01,04,01,01,19.0
8195,201704152017-049101            ,12,12,02,01,01,4.0,03,03,04,01,01,16.0
8196,201704152017-049112            ,12,12,04,01,01,8.0,09,09,04,31,02,9.0
8197,201704152017-049145            ,12,12,03,01,01,7.0,06,06,03,04,01,11.0
8198,201704152017-049205            ,12,12,04,01,,12.0,06,06,03,04,,0.5
8199,201704152017-049228            ,,,02,,,4.0,,,02,,,4.0
8200,201704152017-049244            ,12,11,03,01,01,7.0,12,12,04,01,01,2.0
8201,201704152017-049343            ,03,03,04,01,01,9.0,12,12,04,01,01,10.0
8202,201704152017-049354            ,12,12,02,04,01,10.0,06,06,02,04,01,1.0
8203,201704152017-049371            ,12,12,02,01,01,4.0,06,06,03,04,01,3.0
8204,201704152017-049374            ,12,12,02,01,01,6.0,06,06,02,01,01,5.0
8205,201704152017-049376            ,01,01,03,04,02,0.5,01,01,02,04,02,0.5
8206,201704152017-049379            ,12,12,04,08,01,20.0,05,05,03,01,01,10.0
8207,201704152017-049412            ,12,12,04,04,01,3.0,06,06,03,05,02,5.0
8208,201704152017-049417            ,12,12,04,01,01,0.5,06,12,04,01,01,2.0
8209,201704152017-049474            ,12,12,02,01,01,16.0,06,06,02,01,01,1.0
8210,201704152017-049487            ,12,12,02,01,01,6.0,06,06,02,03,02,7.0
8211,201704152017-049554            ,12,12,02,01,01,0.5,12,12,02,01,01,0.5
8212,201704152017-049568            ,06,06,02,31,02,9.0,12,12,03,01,01,14.0
8213,201704152017-049591            ,11,11,04,01,01,9.0,12,12,04,01,01,14.0
8214,201704152017-049692            ,05,05,02,01,02,17.0,11,11,02,25,02,20.0
8215,201704152017-049793            ,11,11,02,01,01,12.0,04,04,02,01,01,9.0
8216,201704152017-049795            ,11,11,02,01,01,11.0,11,11,02,01,01,11.0
8217,201704152017-049808            ,12,01,02,04,01,15.0,06,07,02,01,01,6.0
8218,201704152017-049880            ,09,09,02,04,01,15.0,03,03,02,05,01,13.0
8219,201704152017-049942            ,12,12,04,01,01,8.0,06,06,02,05,01,15.0
8220,201704152017-049943            ,10,01,04,01,01,17.0,10,01,02,01,01,17.0
8221,201704152017-049988            ,11,11,04,01,01,11.0,11,11,04,01,01,9.0
8222,201704152017-049995            ,12,12,03,01,01,6.0,06,06,03,01,01,0.5
8223,201704152017-050083            ,11,11,02,01,01,18.0,05,05,03,01,01,3.0
8224,201704152017-050096            ,06,06,01,22,02,2.0,12,12,03,01,02,5.0
8225,201704152017-050102            ,01,01,03,01,01,9.0,01,01,02,01,01,14.0
8226,201704152017-050116            ,12,12,02,01,01,18.0,06,06,02,01,02,10.0
8227,201704152017-050117            ,12,12,02,01,01,17.0,06,06,02,01,01,3.0
8228,201704152017-050126            ,02,02,02,04,01,1.0,10,10,02,04,01,0.5
8229,201704152017-050134            ,03,03,02,01,01,13.0,03,03,02,01,01,10.0
8230,201704152017-050223            ,12,17,01,01,01,2.0,06,17,01,01,01,0.5
8231,201704152017-050234            ,08,08,02,01,01,8.0,10,10,02,31,03,0.3
8232,201704152017-050324            ,12,12,02,01,01,15.0,06,06,02,01,01,9.0
8233,201704152017-050334            ,12,12,04,01,01,10.0,10,10,04,01,03,3.0
8234,201704152017-050340            ,12,11,04,01,01,4.0,12,11,04,01,01,14.0
8235,201704152017-050420            ,12,12,02,01,01,19.0,06,06,02,01,01,4.0
8236,201704152017-050424            ,06,06,02,01,01,4.0,09,09,02,01,01,3.0
8237,201704152017-050454            ,12,12,03,05,01,2.0,06,06,03,04,01,1.0
8238,201704152017-050469            ,10,10,04,01,01,16.0,02,01,03,01,01,5.0
8239,201704152017-050485            ,02,02,01,01,01,3.0,09,09,03,01,01,6.0
8240,201704152017-050588            ,12,12,02,01,01,8.0,06,06,02,01,01,4.0
8241,201704152017-050648            ,12,12,04,01,01,12.0,06,06,03,01,01,5.0
8242,201704152017-050665            ,12,12,03,04,01,13.0,03,03,02,05,01,12.0
8243,201704152017-050711            ,12,12,02,01,01,0.5,06,06,02,01,01,1.0
8244,201704152017-050768            ,09,09,03,01,01,1.0,12,12,04,01,01,1.0
8245,201704152017-050789            ,12,12,04,01,01,5.0,06,06,04,01,01,10.0
8246,201704152017-050829            ,12,12,03,05,01,4.0,12,12,02,05,01,4.0
8247,201704152017-050887            ,02,02,02,01,01,5.0,11,11,04,01,01,9.0
8248,201704152017-050926            ,12,12,03,01,01,10.0,06,06,03,05,01,9.0
8249,201704152017-050956            ,12,12,04,03,01,11.0,06,06,04,01,01,15.0
8250,201704152017-050964            ,12,12,01,01,01,10.0,06,06,02,01,01,1.0
8251,201704152017-050985            ,12,12,04,01,01,14.0,06,06,03,01,01,3.0
